81818112|16|1732194229|13|14|3|0|100|1534280186
1602361317|1|4978443599|16|6|18|0|200|2726876176
478650522|5|0|1|1|0|0|0|0
170917968|1|4978435162|19|10|14|0|200|164785779
34323120|4|2465467563|8|14|13|0|200|1060722369
115733485|14|4754144039|4|13|6|0|200|3361861562
1843508561|1|4978433202|8|2|7|0|100|195637442
780184793|14|4754089238|22|16|15|0|100|1947568121
31966615|22|1561840463|16|15|7|0|200|1449608387
29641218|23|1337559701|17|7|14|0|100|307878002
8294319|23|0|0|0|0|0|0|0
1844522237|1|4978451479|6|0|9|0|100|3068404587
362862077|6|3724325972|15|6|30|0|200|752861386
220746719|24|1262343328|10|8|4|1|100|994259129
6134962|14|4754079530|17|11|17|0|200|1127342057
184659033|6|3724324942|3|13|11|1|100|1756142726
236569333|14|4754142630|6|11|13|0|100|617304761
241792821|15|1473959632|7|6|3|0|100|178093895
73801540|22|1561858580|4|12|4|0|200|2841908189
379364828|1|4978454510|28|0|1|0|100|1787084995
96462472|1|4978430459|2|6|6|0|200|1302880669
70841704|14|4754079530|2|3|37|0|100|1842980664
402980939|1|4978440842|16|4|2|0|100|1070300687
313851095|9|2244630450|7|6|27|0|100|156298110
65655191|20|1905785046|6|1|10|0|200|1063740311
345447430|2|3159488366|0|2|0|0|200|1028774566
16363470|1|4978444044|5|0|2|0|100|568587074
1846707044|14|4754079450|5|2|3|0|100|2068154150
1842917284|1|4978454510|5|1|13|0|100|3390251874
1836447254|8|2490601390|16|4|2|0|100|2161220090
103826839|14|4754142368|8|4|8|0|200|1141296325
160651515|8|2490601086|10|8|2|0|200|2590342977
15352923|4|2465469713|6|12|13|0|100|317906190
855961595|1|4978429046|8|10|9|0|100|3216075363
296142943|13|1623849392|32|4|12|0|200|343836126
30237612|19|1276431597|25|8|11|0|100|847808139
1671230544|18|1697819653|10|2|6|0|100|2664438790
108619988|3|2720397576|6|0|5|0|200|1781907611
1747113104|7|1488204633|1|0|0|0|100|1565067350
187462657|6|3724325972|0|17|15|0|100|1603036233
439190276|20|1905794476|8|16|29|0|100|2849323477
95330154|14|4754111820|4|7|13|0|200|1433656598
32137464|23|0|0|0|0|0|0|0
1057833484|22|1561859167|16|18|8|0|100|1411716615
521116947|5|2231655353|4|4|10|0|200|1193940511
153404908|1|4978410793|3|7|7|0|100|2463394026
210345932|14|4754060011|0|7|8|0|100|2357393156
1847986090|22|1561859167|15|12|15|0|100|3182446871
580712062|1|4978430403|11|3|11|0|200|1265429987
216068131|12|1997943745|11|5|24|0|200|980058273
511665696|14|4754089238|14|21|11|0|100|3303352579
634306484|14|4754059124|3|8|21|0|100|2547940756
506644355|17|1605672747|12|10|11|0|100|812971386
202481204|12|1997923206|9|0|5|0|200|1037924716
2878731|9|2244649327|3|0|5|0|200|428413443
372331808|22|1561859167|9|7|15|0|100|1693669543
37382508|7|1488203992|10|10|14|0|200|364983784
57576196|22|1561858580|8|6|11|0|100|2206689968
200562466|6|3724336000|6|4|20|0|100|428413443
1844978908|2|3159464623|13|3|9|0|100|2664814029
248649448|19|1276421077|5|4|2|0|100|1820434130
1840733923|14|4754079450|9|1|2|0|100|2113014288
1239045699|14|4754045724|12|12|10|0|100|821970714
487527905|14|4754045724|6|13|15|0|200|773662710
650858330|15|1473929433|4|9|14|0|200|1920899556
183554458|8|2490641341|20|10|25|1|100|996942381
325652410|14|4754111820|31|6|6|0|200|1196751597
352260487|1|4978436117|5|10|8|0|100|979041596
324457191|6|3724310736|4|7|10|0|200|1213148723
3193418|6|3724310736|2|1|4|1|100|511084316
1128777681|20|1905802694|15|6|11|0|100|482395842
244019430|14|4754089625|12|10|12|0|100|504553050
700390176|27|1691513310|13|1|8|0|100|2547429113
171549246|2|3159484589|2|1|6|1|100|435794713
253209120|12|1997943127|8|16|8|0|200|503479539
106218382|6|3724319605|9|8|8|0|100|982539113
1847924056|18|1697840783|0|0|0|0|0|3459043650
201079061|17|1605682788|7|8|10|0|200|2530808485
203366241|27|1691513310|9|3|7|0|100|1047988596
324360325|1|4978431209|16|10|12|0|100|524817826
1179575109|8|2490631229|7|10|32|0|200|814768791
501336581|4|2465467339|3|9|13|0|100|2562338771
240730542|5|2231672363|6|0|5|0|200|2890814634
359449072|14|4754113326|7|14|7|0|200|1147051463
1756450864|1|4978431953|7|4|5|0|100|1425107647
51619821|8|2490631229|11|6|28|0|100|1252311084
395294797|1|4978443896|21|11|28|0|200|2538511062
135529730|5|2231654976|4|5|14|0|200|1634924804
1541573873|1|4978452281|4|9|2|0|200|3369620386
1660558097|1|4978422696|2|5|4|0|100|1261998273
324970285|3|2720397527|9|10|4|0|200|243800234
63060889|4|2465458951|9|8|12|0|200|2965106375
27987645|4|2465467339|11|3|6|0|100|2515033784
1844165951|1|4978452380|13|0|2|0|100|3198937881
284017081|2|3159466790|12|14|10|0|200|1259066941
179257420|9|2244631112|0|0|0|0|200|1521119562
182383261|6|3724345365|16|8|5|0|200|980123523
215261346|18|1697819991|19|9|6|0|100|3366534399
828080542|30|0|0|0|0|0|0|0
424983240|4|2465449177|3|6|1|0|200|2925485219
515789845|4|2465469363|8|6|7|0|200|843280254
196091772|11|1884155871|6|10|6|0|200|1649490181
41192055|20|1905802694|5|7|12|0|100|3176460894
370510871|6|3724310736|6|12|10|0|100|2430119303
267861674|5|2231662887|4|5|3|1|100|66372514
3961478|26|613931497|3|1|5|0|100|54757966
253374598|12|1997913324|16|8|10|0|200|1610392346
1568466633|13|1623847872|6|6|23|0|100|2506533531
220009547|15|1473949909|7|3|6|0|100|837946319
763744246|4|2465480644|12|8|15|0|100|850985243
140293046|15|1473939920|9|9|12|0|200|2586508977
610267158|4|2465500144|3|2|2|0|100|654213449
827737499|11|1884175567|10|7|10|0|100|1175875961
1846161989|27|1691506953|9|2|16|0|100|2407373583
1809042948|1|0|0|0|0|0|0|0
679351112|18|0|0|1|0|0|0|0
234307500|5|2231662887|1|13|6|0|100|392173080
1185745207|1|4978367595|12|11|3|0|100|1701261743
302002231|1|4978421909|4|6|6|0|200|1263224072
413617583|18|0|0|1|1|0|0|0
23616521|19|1276431161|5|4|11|0|100|469335625
46916210|19|1276431161|1|16|2|0|200|1795647327
331585444|2|3159489589|0|0|0|0|0|0
35905464|23|1337540149|18|15|7|0|100|428413443
1121330984|9|2244610058|3|13|7|0|100|984108229
78900402|12|1997933329|27|11|3|0|100|1378031165
85751707|27|1691513310|4|5|3|0|200|631830945
274636787|3|2720396937|2|2|12|0|100|0
101208618|14|4754077164|3|2|8|0|200|1402257651
716789770|14|4754163073|0|3|0|0|200|3597743680
213871715|9|2244649327|1|0|8|0|200|2496483914
362434051|2|3159475688|7|7|28|0|200|446544501
579122563|2|3159483580|12|2|8|0|100|710936957
268800278|10|1441439345|20|6|21|0|100|986680090
74776576|14|4754074890|9|4|15|0|100|275989314
336132960|25|1252642027|4|8|5|0|200|2081939006
27897290|10|0|5|5|14|0|0|0
1148818232|16|1732175365|6|11|7|0|200|2942542085
15782971|16|1732195577|1|0|2|0|100|1174153686
433955074|14|4754080711|19|7|10|0|100|516123569
222986859|6|3724319605|8|7|10|0|200|1097868328
732089022|30|366441499|0|19|2|0|200|981823946
1844399395|13|1623841333|0|0|0|0|0|3465536473
26153141|22|1561857042|6|16|20|0|100|941558571
173130552|11|1884215370|0|0|0|0|200|1602302564
263763977|17|1605663625|3|6|7|0|200|1347286080
223256615|23|1337540103|6|14|10|0|100|2467338044
147779948|30|366441499|9|10|14|0|100|2517396735
11988962|9|2244610058|4|8|14|0|200|1373358035
147658891|17|1605663625|0|6|8|0|100|1842055339
417954947|1|4978423529|6|10|14|0|200|1002062892
732775686|22|1561850236|7|8|26|0|100|1134799369
133301082|15|1473930218|2|3|2|0|100|2831413979
406625|26|613931545|10|8|26|0|200|294359237
89922215|25|1252641929|0|2|8|0|200|2696600725
1671206183|12|1997933329|6|14|11|0|100|2906676009
117292777|1|4978433102|2|15|3|0|100|1476869842
33228830|19|1276431578|6|17|14|0|100|2806640840
235447825|9|2244630056|16|5|11|0|100|909663432
262800128|20|1905782582|18|9|11|1|100|2455022957
1579940867|3|2720418852|2|0|2|0|200|3614398478
130137093|1|4975126543|27|2|0|0|100|2954240839
230501981|5|2231662887|4|6|26|0|200|2320453653
120979312|25|0|0|0|0|0|0|0
256602864|14|4754080711|19|10|2|0|200|373089421
122077936|8|2490631207|9|6|11|0|100|919034253
473936270|17|1605682246|2|15|9|0|200|1550261965
390151514|3|2720417400|4|2|10|0|100|466356882
18217202|13|1623762073|0|0|0|0|100|2533270794
1848048139|3|2720388483|1|3|0|0|100|2920058632
359418337|1|4978497929|2|3|4|1|200|2687861547
372256108|15|1473939691|3|3|0|0|200|675105401
324328637|11|1884175689|1|15|5|0|100|1239504078
842231239|5|0|3|3|2|0|0|0
258132524|6|3724336000|3|6|18|0|100|794985457
1844698290|14|4754165980|0|0|0|0|0|0
1587320584|1|683450170|0|3|0|0|0|0
229897224|4|2465469703|8|7|12|0|200|1486947721
425592537|14|4754087544|5|4|9|0|100|401514677
1097422694|2|3159485497|9|11|15|0|200|1919223106
1480349325|1|4978414653|5|12|16|0|200|2745772350
1840801974|14|459123986|1|0|0|0|0|0
329756822|1|4978424207|12|8|8|0|200|1499643737
293344726|14|4754087132|5|7|14|0|100|317676906
135309462|24|1262372070|12|6|7|0|100|181278196
112626294|5|0|0|0|0|0|0|0
345534454|27|1691508403|12|9|6|0|100|459004047
119420854|18|1697818849|11|6|19|0|200|1963628069
501873457|18|1697819809|3|9|10|0|100|645596506
367887533|5|2231663339|19|10|7|0|200|3525199051
711578555|11|0|0|1|3|0|0|0
620344979|23|1337540363|12|5|28|0|100|1031844804
334449111|1|4978435527|13|7|8|0|200|719774518
178570568|2|3159465461|5|11|4|0|200|404609870
363853892|12|1997913617|14|10|9|0|100|2480592952
111841387|3|2720397360|11|16|15|0|200|1149579189
136464238|1|4975446546|1|0|0|0|100|2863277636
28596178|20|0|0|0|0|0|0|0
244637362|16|1732194013|13|10|13|0|100|1931794537
161922282|10|1441459703|4|12|7|0|100|1021497410
569997898|14|4754087132|8|7|4|0|200|2625641361
799316983|9|2244608959|12|13|10|0|200|799087596
201665630|14|4754090982|4|13|24|0|200|2052732406
465339710|1|0|0|0|0|0|0|0
1745796080|6|3724320898|3|6|10|0|100|1927971896
1847960096|8|2490621131|17|2|1|0|100|2606126900
231483613|12|1997913756|7|12|38|0|200|428413443
1835938155|5|2231653874|11|7|15|0|100|3123985537
45168695|13|1623742359|0|0|0|0|0|2863212577
603172395|5|2231663623|4|7|6|0|200|344370586
191959803|9|2244640052|10|9|42|0|100|709395896
300331249|5|2231662195|21|18|9|0|100|2765572946
258516111|12|1997923082|5|13|14|0|100|2486586890
26288053|23|1337559281|1|1|19|0|100|930669946
112845917|5|2231654810|4|3|7|0|200|771977712
17486286|20|1905803214|10|10|8|0|100|1075222404
